工件,作业标识号,生产物流号,合作序号,开始时间,结束时间,所选机器,机器号,续作机器,锁定机器,机器容量,切换时间,深浅色,色号,机器常染颜色1,机器常染颜色2,机器上一状态,能否荧光,轴型,优先级,生产顺序,开始时间,结束时间,锁定顺序,合作订单,合作生产物流号,合作染程用时
164,4639172,202405290026,8800431,1295.0,1625.0,44,710,[],,90,120.0,浅浅,021045CJ-21B10767,浅浅,['浅浅'],浅浅,False,纱架,62.5,3,1295.0,1625.0,,,,
74,4634759,202405110369,8786498,0.0,405.0,45,1011,[],,90,120.0,深色,223022CDA-23B10502,深色,['深色'],浅浅,True,纱架,163.35,1,0.0,405.0,,,,
148,4638861,202405250282,8799922,525.0,950.0,45,1011,[],,90,120.0,浅色,451050CK-23B13915,深色,['深色'],浅浅,False,纱架,63.25,2,525.0,950.0,,,,
129,4638202,202405240127,8798029,0.0,505.0,46,1012,[],,90,120.0,深色,041060CAJ-15K150456,深色,['深色'],深色,True,纱架,157.5,1,0.0,505.0,,,,
114,2216555,202405090172,8784120,78.75849366666667,478.75849366666665,47,203,[],,140,120.0,中色,5C4100CJR-24B10651,浅色,['浅色'],浅浅,False,Y,69.25,1,78.75849366666667,478.75849366666665,,,,
20,2217008,202405230064,8797600,598.7584936666667,1103.7584936666667,47,203,[],,140,120.0,中色,041020L-24H43420,浅色,['浅色'],浅浅,False,L,63.25,2,598.7584936666667,1103.7584936666667,,,,
86,2216138,202405140109,8788354,27.058493666666667,167.05849366666666,48,204,['204'],,140,120.0,增白,041060CJ-05W0004,浅色,['浅色'],增白,False,S,162.75,1,27.058493666666667,167.05849366666666,,,,
144,4636149,202405220168,8796131,287.05849366666666,692.0584936666667,48,204,[],,140,120.0,浅浅,223022CDA-23H10229,浅色,['浅色'],增白,False,纱架,158.25,2,287.05849366666666,692.0584936666667,,,,
27,2216650,202405070008,8785144,812.0584936666667,952.0584936666667,48,204,['204'],,140,120.0,增白,041060CJ-05W0004,浅色,['浅色'],增白,False,L,156.0,3,812.0584936666667,952.0584936666667,,,,
186,4639187,202405250251,8800170,1072.0584936666667,1197.0584936666667,48,204,[],,140,120.0,浅浅,452120CKR-24Z10234,浅色,['浅色'],增白,True,纱架,64.0,4,1072.0584936666667,1197.0584936666667,,,,
187,4639176,202405280106,8800211,1317.0584936666667,1792.0584936666667,48,204,[],,140,120.0,浅浅,042080CJ-14B17629,浅色,['浅色'],增白,False,纱架,62.5,5,1317.0584936666667,1792.0584936666667,,,,
134,4639003,202405180254,8798130,0.0,125.0,50,302,[],,140,120.0,中色,091050CDL-24B10370,深色,['深色'],深色,True,纱架,61.75,1,0.0,125.0,,,,
154,4637586,202405250071,8798142,245.0,720.0,50,302,[],,140,120.0,浅浅,041040CJ-15B19893,深色,['深色'],深色,False,纱架,157.5,2,245.0,720.0,,,,
92,2216639,202405060082,8779552,0.0,560.0,51,303,[],,140,120.0,深色,041050HJ-24R400084,深色,['深色'],深色,False,S,67.75,1,0.0,560.0,,,,
153,4638644,202405240134,8799789,0.0,425.0,52,609,[],,140,120.0,浅浅,261050CAJ-24H10020,浅色,['浅色'],深色,False,纱架,155.25,1,0.0,425.0,,,,
210,4636994,202405210146,8795351,545.0,645.0,52,609,['609'],,140,120.0,浅浅,091050CDK-24W10468,浅色,['浅色'],深色,True,纱架,64.75,2,545.0,645.0,,,,
4,2217004,202405230063,8797591,0.0,575.0,53,610,[],,140,120.0,深色,041020L-24B53539,深色,['深色'],深色,False,L,63.25,1,0.0,575.0,,,,
107,2217022,202405230068,8797630,695.0,1270.0,53,610,[],,140,120.0,深色,041020L-24B53544,深色,['深色'],深色,False,L,63.25,2,695.0,1270.0,,,,
77,2216939,202405080243,8785517,1390.0,1855.0,53,610,['610'],,140,120.0,中色,041060CAJ-14B102920,深色,['深色'],深色,False,M,59.75,3,1390.0,1855.0,,,,
208,2216640,202405060083,8779555,0.0,505.0,54,611,[],,140,120.0,深色,041050HJ-24K400051,深色,['深色'],深色,False,S,67.75,1,0.0,505.0,,,,
21,2216424,202405160189,8792018,0.0,140.0,55,612,['612'],,140,120.0,增白,041050CAJ-05W0004,增白,['增白'],增白,False,S,158.25,1,0.0,140.0,,,,
71,2216708,202405250118,8798152,260.0,400.0,55,612,['612'],,140,120.0,增白,041040CA-21W51630,增白,['增白'],增白,False,S,158.25,2,260.0,400.0,,,,
95,2216638,202405170024,8792014,520.0,660.0,55,612,['612'],,140,120.0,增白,041040CAJ-05W0004,增白,['增白'],增白,False,S,158.25,3,520.0,660.0,,,,
40,2216367,202405080199,8781912,780.0,920.0,55,612,['612'],,140,120.0,增白,041060CAJ-05W0003,增白,['增白'],增白,False,S,157.0,4,780.0,920.0,,,,
63,2216947,202405280120,8800323,1040.0,1180.0,55,612,['612'],,140,120.0,增白,042100CAJ-05W0013,增白,['增白'],增白,False,Y,84.25,5,1040.0,1180.0,,,,
169,4639041,202405090283,8784020,0.0,425.0,56,308,['308'],,180,120.0,中色,041016CAK-24B51838,浅色,['浅色'],浅色,True,纱架,164.25,1,0.0,425.0,,,,
102,2216783,202405250208,8798622,0.0,465.0,57,405,[],,180,120.0,深色,041040CHJ-24B50553,深色,['深色'],深色,False,S,64.75,1,0.0,465.0,,,,
174,4639177,202405280107,8800209,0.0,475.0,58,407,[],,180,120.0,浅浅,042080CJ-14B17627,浅色,['浅色'],浅色,False,纱架,62.5,1,0.0,475.0,,,,
111,4638291,202405250289,8799037,12.541827000000001,137.541827,60,1107,[],,180,120.0,深色,1G2080CAKR-23K10038,深色,['深色'],深色,True,纱架,61.0,1,12.541827000000001,137.541827,,,,
132,4635847,202405150192,8789323,0.0,425.0,61,505,['505'],,180,120.0,浅浅,191060CAJS-22B10060,浅色,['浅色'],中色,True,纱架,106.5,1,0.0,425.0,,,,
122,4639059,202405060105,8800779,0.0,180.0,62,501,[],,180,120.0,浅浅,042100CAJ-24W220201,浅色,['浅色'],浅浅,False,纱架,163.35,1,0.0,180.0,,,,
202,4638293,202405220065,8795425,300.0,775.0,62,501,['501'],,180,120.0,浅浅,041040CAJS-18B419770,浅色,['浅色'],浅浅,True,纱架,151.75,2,300.0,775.0,,,,
19,2216877,202405250252,8799060,895.0,1035.0,62,501,['501'],,180,120.0,增白,042080CHJ-05W0012,浅色,['浅色'],浅浅,False,S,64.75,3,895.0,1035.0,,,,
207,2216543,202405160152,8793817,0.0,140.0,63,605,[],,180,120.0,增白,041040CAJ-24W400878,增白,['增白'],深色,False,M,158.25,1,0.0,140.0,,,,
68,2217050,202405060083,8779554,260.0,450.0,63,605,[],,180,120.0,增白,041030HJ-24W400273,增白,['增白'],深色,False,M,67.75,2,260.0,450.0,,,,
214,4639136,202405280100,8800584,570.0,770.0,63,605,['605'],,180,120.0,增白,041030CHJ-05W0004,增白,['增白'],深色,False,纱架,65.5,3,570.0,770.0,,,,
5,2216872,202405190013,8794035,890.0,1030.0,63,605,['605'],,180,120.0,增白,042080HJ-13W72419,增白,['增白'],深色,False,S,64.75,4,890.0,1030.0,,,,
47,2216736,202405250152,8798283,1150.0,1290.0,63,605,['605'],,180,120.0,增白,042120CAJ-05W0012,增白,['增白'],深色,False,S,64.0,5,1150.0,1290.0,,,,
115,2216782,202405250071,8798141,1410.0,1550.0,63,605,[],,180,120.0,增白,041040CJ-05W0003,增白,['增白'],深色,False,S,64.0,6,1410.0,1550.0,,,,
136,2216743,202405080233,8782731,1670.0,1810.0,63,605,['605'],,180,120.0,增白,041050CAJ-05W0004,增白,['增白'],深色,False,S,63.5,7,1670.0,1810.0,,,,
49,2217030,202405160119,8791222,1930.0,2070.0,63,605,['605'],,180,120.0,增白,041040CHJ-05W0004,增白,['增白'],深色,False,S,62.0,8,1930.0,2070.0,,,,
120,4639244,202405280128,8800399,2190.0,2665.0,63,605,['605'],,180,120.0,浅浅,042100CHJ-21B90530,增白,['增白'],深色,False,纱架,48.5,9,2190.0,2665.0,,,,
55,2216644,202405100126,8797260,0.0,540.0,64,909,[],,180,120.0,深色,041050CHJ-21B406494,深色,['深色'],深色,True,S,61.0,1,0.0,540.0,,,,
61,2216001,202405100036,8785402,0.0,140.0,65,1004,[],,180,120.0,增白,041050CAJ-22W220606,增白,['增白'],增白,False,S,162.75,1,0.0,140.0,,,,
16,2216645,202405160080,8792804,260.0,400.0,65,1004,['1004'],,180,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,S,158.25,2,260.0,400.0,,,,
38,2216861,202405260048,8799206,520.0,660.0,65,1004,['1004'],,180,120.0,增白,041060CJ-05W0004,增白,['增白'],增白,False,M,156.75,3,520.0,660.0,,,,
100,2216943,202405220170,8797171,780.0,920.0,65,1004,['1004'],,180,120.0,增白,042100CAJ-05W0013,增白,['增白'],增白,False,M,64.75,4,780.0,920.0,,,,
22,2217098,202405240067,8797577,1040.0,1180.0,65,1004,['1004'],,180,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,S,64.0,5,1040.0,1180.0,,,,
54,2215884,202405110213,8786137,0.0,170.0,66,604,['604'],,200,120.0,增白,031045CJ-05W0044,增白,['增白'],增白,False,M,159.0,1,0.0,170.0,,,,
79,2215885,202405110213,8786140,290.0,460.0,66,604,['604'],,200,120.0,浅浅,031045CJ-05W0044,增白,['增白'],增白,False,M,159.0,2,290.0,460.0,,,,
28,2216157,202405120098,8787749,580.0,720.0,66,604,[],,200,120.0,增白,041060CJ-05W0002,增白,['增白'],增白,False,M,69.85,3,580.0,720.0,,,,
181,4639161,202405280148,8800243,840.0,1020.0,66,604,[],,200,120.0,增白,042100CAJ-20W41016,增白,['增白'],增白,False,纱架,66.25,4,840.0,1020.0,,,,
182,4639160,202405280148,8800243,1140.0,1320.0,66,604,[],,200,120.0,增白,042100CAJ-20W41016,增白,['增白'],增白,False,纱架,66.25,5,1140.0,1320.0,,,,
109,2216938,202405220061,8795993,0.0,385.0,67,516,[],,200,120.0,增白,041070CAJ-14B154604,中色,['中色'],浅浅,False,S,153.25,1,0.0,385.0,,,,
65,2216742,202405080231,8782736,505.0,1010.0,67,516,['516'],,200,120.0,深色,041070CAJ-19K44058,中色,['中色'],浅浅,True,S,63.5,2,505.0,1010.0,,,,
48,2217091,202405180020,8792664,1130.0,1515.0,67,516,[],,200,120.0,浅浅,041060CAJ-21B70729,中色,['中色'],浅浅,False,S,63.25,3,1130.0,1515.0,,,,
37,2216547,202405180134,8793406,0.0,385.0,68,408,[],,200,120.0,浅浅,041040CHJ-24Z400512,浅色,['浅色'],浅浅,False,M,162.75,1,0.0,385.0,,,,
1,2216549,202405180133,8793403,0.0,385.0,70,310,[],,200,120.0,浅浅,041040CHJ-24B401718,浅色,['浅色'],浅浅,False,M,69.25,1,0.0,385.0,,,,
93,2217058,202405060141,8779597,0.0,560.0,71,504,[],,200,120.0,深色,041060CAJ-22G45988,深色,['深色'],深色,True,S,64.75,1,0.0,560.0,,,,
60,2217000,202405170206,8794226,555.0084936666667,775.0084936666667,73,309,[],,240,120.0,浅浅,022090CJR-24W10409,浅色,['浅色'],中色,True,M,69.25,1,555.0084936666667,775.0084936666667,,,,
99,4636990,202405140105,8788824,895.0084936666667,1370.0084936666667,73,309,['309'],,240,120.0,浅浅,042080CAK-21B220607,浅色,['浅色'],中色,False,纱架,65.0,2,895.0084936666667,1370.0084936666667,,,,
41,2215521,202405110225,8793520,815.0084936666667,1200.0084936666667,74,312,[],,240,120.0,浅浅,042080CAJ-24R220027,浅色,['浅色'],浅浅,False,M,163.35,1,815.0084936666667,1200.0084936666667,,,,
13,2217025,202405170154,8792686,295.00849366666665,435.00849366666665,75,1003,['1003'],,240,120.0,增白,041040CHJ-05W0004,增白,['增白'],深色,False,M,67.0,1,295.00849366666665,435.00849366666665,,,,
89,2217023,202405170155,8792423,555.0084936666667,695.0084936666667,75,1003,['1003'],,240,120.0,增白,041040CHJ-05W0004,增白,['增白'],深色,False,M,67.0,2,555.0084936666667,695.0084936666667,,,,
18,2217026,202405240093,8797796,815.0084936666667,955.0084936666667,75,1003,['1003'],,240,120.0,增白,041040CHJ-05W0003,增白,['增白'],深色,False,M,64.75,3,815.0084936666667,955.0084936666667,,,,
43,2216778,202405230004,8796497,1075.0084936666667,1215.0084936666667,75,1003,['1003'],,240,120.0,增白,041040CHJ-05W0004,增白,['增白'],深色,False,M,64.75,4,1075.0084936666667,1215.0084936666667,,,,
12,2217016,202405230063,8797594,1335.0084936666667,1525.0084936666667,75,1003,['1003'],,240,120.0,增白,041020L-05W0004,增白,['增白'],深色,False,Y,63.25,5,1335.0084936666667,1525.0084936666667,,,,
56,2216911,202405240095,8797641,1645.0084936666667,1785.0084936666667,75,1003,['1003'],,240,120.0,增白,041050CAJ-05W0003,增白,['增白'],深色,False,M,63.25,6,1645.0084936666667,1785.0084936666667,,,,
82,2217043,202405280099,8800206,1905.0084936666667,2045.0084936666667,75,1003,['1003'],,240,120.0,增白,041040CL-05W0004,增白,['增白'],深色,False,M,63.25,7,1905.0084936666667,2045.0084936666667,,,,
11,2216940,202405080243,8785516,2165.0084936666667,2305.0084936666667,75,1003,['1003'],,240,120.0,增白,041060CAJ-05W0004,增白,['增白'],深色,False,M,59.75,8,2165.0084936666667,2305.0084936666667,,,,
15,2216860,202405080254,8782160,2425.0084936666667,2565.0084936666667,75,1003,[],,240,120.0,增白,042100CAJ-18W201125,增白,['增白'],深色,False,M,59.75,9,2425.0084936666667,2565.0084936666667,,,,
39,2217036,202405080242,8782472,2685.0084936666667,2825.0084936666667,75,1003,['1003'],,240,120.0,增白,042120CAJ-05W0013,增白,['增白'],深色,False,M,59.0,10,2685.0084936666667,2825.0084936666667,,,,
46,2216984,202405090035,8783265,2945.0084936666667,3085.0084936666667,75,1003,['1003'],,240,120.0,增白,0G2064CJR-23W10413,增白,['增白'],深色,False,L,56.0,11,2945.0084936666667,3085.0084936666667,,,,
29,2216948,202405280120,8800324,0.0,570.0,76,1110,['1110'],,240,120.0,深色,042100CAJ-23B74970,深色,['深色'],深色,False,Y,177.75,1,0.0,570.0,,,,
121,2216878,202405280094,8800127,690.0,1155.0,76,1110,['1110'],,240,120.0,深色,042100CAJ-23B220253,深色,['深色'],深色,False,L,177.75,2,690.0,1155.0,,,,
123,4638775,202405250243,8798542,1275.0,1925.0,76,1110,['1110'],,240,120.0,深色,041050CAJS-24B700025,深色,['深色'],深色,True,纱架,156.75,3,1275.0,1925.0,,,,
124,4639227,202405250243,8798542,2045.0,2695.0,76,1110,['1110'],,240,120.0,深色,041050CAJS-24B700025,深色,['深色'],深色,True,纱架,63.25,4,2045.0,2695.0,,,,
73,4639038,202405210129,8796626,0.0,425.0,81,404,[],,360,120.0,浅色,042120CJ-14B280700,浅色,['浅色'],浅浅,False,纱架,158.25,1,0.0,425.0,,,,
173,4635147,202404200219,8769499,545.0,895.0,81,404,[],,360,120.0,浅色,1G1030CJ-24Y10002,浅色,['浅色'],浅浅,True,纱架,154.5,2,545.0,895.0,,,,
188,4639174,202405290027,8800335,0.0,425.0,82,503,[],,360,120.0,浅浅,041040CAJS-19B126307,深色,['深色'],浅浅,False,纱架,63.25,1,0.0,425.0,,,,
66,2216884,202405250236,8798842,545.0,685.0,82,503,['503'],,360,120.0,增白,042100CAJ-05W0012,深色,['深色'],浅浅,False,L,61.0,2,545.0,685.0,,,,
67,2216883,202405250236,8798842,805.0,945.0,82,503,['503'],,360,120.0,增白,042100CAJ-05W0012,深色,['深色'],浅浅,False,L,61.0,3,805.0,945.0,,,,
116,2216746,202405150080,8789581,0.0,140.0,83,917,[],,360,120.0,增白,042080CJ-24W220182,增白,['增白'],增白,False,M,159.75,1,0.0,140.0,,,,
7,2217013,202405280148,8800241,260.0,400.0,83,917,[],,360,120.0,增白,042100CAJ-20W41015,增白,['增白'],增白,False,L,66.25,2,260.0,400.0,,,,
32,2216874,202405210119,8795985,520.0,660.0,83,917,['917'],,360,120.0,增白,042080CAJ-05W0013,增白,['增白'],增白,False,Y,66.25,3,520.0,660.0,,,,
62,2216744,202405150078,8789577,780.0,920.0,83,917,[],,360,120.0,增白,042080CJ-23W500175,增白,['增白'],增白,False,Y,66.25,4,780.0,920.0,,,,
2,2216735,202405210129,8796625,1040.0,1180.0,83,917,[],,360,120.0,增白,042120CJ-05W0012,增白,['增白'],增白,False,Y,64.75,5,1040.0,1180.0,,,,
3,2216734,202405210129,8796625,1300.0,1440.0,83,917,[],,360,120.0,增白,042120CJ-05W0012,增白,['增白'],增白,False,Y,64.75,6,1300.0,1440.0,,,,
9,2216908,202405180012,8792747,1560.0,1760.0,83,917,[],,360,120.0,增白,041050CHJ-24W220183,增白,['增白'],增白,False,L,64.75,7,1560.0,1760.0,,,,
10,2216909,202405180012,8792747,1880.0,2080.0,83,917,[],,360,120.0,增白,041050CHJ-24W220183,增白,['增白'],增白,False,L,64.75,8,1880.0,2080.0,,,,
35,2217067,202405190106,8794723,2200.0,2340.0,83,917,['917'],,360,120.0,增白,041060CAJ-05W0004,增白,['增白'],增白,False,M,64.0,9,2200.0,2340.0,,,,
97,2216769,202405260006,8799498,2460.0,2600.0,83,917,[],,360,120.0,增白,042100CAJ-24W42867,增白,['增白'],增白,False,M,64.0,10,2460.0,2600.0,,,,
139,4639173,202405290027,8800334,2720.0,2900.0,83,917,[],,360,120.0,增白,041040CAJS-05W0004,增白,['增白'],增白,False,纱架,63.25,11,2720.0,2900.0,,,,
8,2216880,202405270026,8799549,3020.0,3160.0,83,917,[],,360,120.0,增白,042100CAJ-18W13820,增白,['增白'],增白,False,Y,62.5,12,3020.0,3160.0,,,,
51,2217045,202405100327,8794721,1560.0,2065.0,84,919,[],,360,120.0,深色,122080CAJRX-24B10539,深色,['深色'],深色,True,Y,64.0,1,1560.0,2065.0,,,,
80,2216409,202405110167,8785718,0.0,465.0,85,819,['819'],,370,120.0,深色,041050CHJ-18K200024,深色,['深色'],深色,True,Y,67.0,1,0.0,465.0,,,,
161,4639001,202405230061,8797884,585.0,710.0,85,819,[],,370,120.0,深色,091050CDL-22K10234,深色,['深色'],深色,True,纱架,61.75,2,585.0,710.0,,,,
59,2216876,202405190012,8794032,0.0,140.0,86,705,['705'],,390,120.0,增白,042080HJ-05W0024,深色,['深色'],深色,False,Y,64.75,1,0.0,140.0,,,,
91,2217002,202405280066,8800820,0.0,140.0,87,1105,['1103'],,390,120.0,增白,042080CAJ-05W0013,增白,['增白'],增白,False,Y,67.75,1,0.0,140.0,,,,
52,2216784,202405150150,8789583,260.0,400.0,87,1105,[],,390,120.0,增白,041040CAJ-24W1510015,增白,['增白'],增白,False,Y,66.25,2,260.0,400.0,,,,
135,2216437,202405230098,8797081,520.0,660.0,87,1105,['1105'],,390,120.0,增白,042100CJ-23W220552,增白,['增白'],增白,False,Y,66.25,3,520.0,660.0,,,,
104,2217041,202405280053,8800201,780.0,920.0,87,1105,['1105'],,390,120.0,增白,042120CAJ-19W401163,增白,['增白'],增白,False,Y,59.0,4,780.0,920.0,,,,
87,2217003,202405280148,8800242,0.0,385.0,94,601,[],,650,120.0,浅浅,042100CAJ-20B46604,浅色,['浅色'],浅浅,False,L,66.25,1,0.0,385.0,,,,
